temperature,pressure,humidity,label,type
24.110692889696253,1015.3265841670838,70.04011484574843,0,normal
25.7473495789362,1011.7027784116085,60.49913489285148,0,normal
24.60250162867286,1008.7470893877775,61.374722182027035,0,normal
25.396458697186613,1011.4147795219726,53.46182178613487,0,normal
29.969054469357605,1016.1052724059952,63.02713099681473,0,normal
24.55549851125477,1018.5367261891435,60.88129488553543,0,normal
23.018577251563404,1016.9818065392169,68.8065939502437,0,normal
25.02462928474619,1008.0273787610968,60.665377478809184,0,normal
24.786943525148565,1014.9158185831863,64.6827482926841,0,normal
27.864126067656454,1009.3696679762978,57.87668820414408,0,normal
23.92319701698365,1008.0679319446903,55.30641536277784,0,normal
29.721228411537524,1010.5463388891658,72.51319617166307,0,normal
23.763420120681182,1022.7028261467581,52.23434299043311,0,normal
29.60408027195001,1015.809872853158,53.59073536701061,0,normal
26.45932059132319,1007.0299112699662,65.12597245459108,0,normal
27.58430729530423,1012.7648165802651,54.78800580218185,0,normal
26.707253795199286,1013.3607829113865,55.98403425372976,0,normal
22.124623177691042,1011.3631572402846,60.0292444531954,0,normal
25.909175380994846,1011.5992328964436,54.99658929877749,0,normal
24.733021459459717,1011.1027855203454,57.95440097357404,0,normal
22.886213977570662,1003.4524902823562,71.75436967317097,0,normal
24.566833613730918,1011.7159244156762,59.85990084240613,0,normal
25.859820913373845,1010.5179456989023,64.6592166584579,0,normal
28.40369503196442,1015.6322165014764,63.53434706069589,0,normal
8.114233668469552,1036.6320364585551,36.37493775723358,1,injection
24.307438912210838,1016.2285895289849,54.941654611779455,0,normal
29.48821622479898,1003.319696020221,72.182958898786,1,backdoor
26.55043548143125,1021.2913827304251,64.4964715996768,0,normal
18.832709999155227,1028.8736323377132,42.57933370223739,1,injection
24.25404655653036,1012.5837628945347,58.245869611190656,0,normal
21.816106998922823,1013.1998546166153,62.170127771254805,0,normal
27.88594153822403,1006.4746937479262,51.25134119705602,0,normal
10.926201682967017,1034.9161517272908,42.27421842527822,1,injection
8.40581207836525,1036.7572802909408,31.420383993582984,1,injection
26.532192961887585,1012.509806443344,60.116444154490615,0,normal
23.28279235503171,1021.8428321297072,68.63376894916907,0,normal
25.338180478478947,1010.9962718649425,66.41731010459351,0,normal
32.25860076050844,996.2498655870024,75.53930092539653,1,backdoor
18.06254275071345,1034.6809644899306,41.185338050603434,1,injection
25.56810482160211,1010.5428253568637,56.222743358009694,0,normal
28.74873737335499,1010.4611612832363,59.2892699229845,0,normal
33.964545315161125,1007.6273697864763,67.7986492404085,1,backdoor
26.696408315630038,1012.3208269324579,59.25324394375816,0,normal
25.553518064851268,1007.5024184886398,55.78190480865386,0,normal
26.386556930157308,1010.1397962673733,63.946810190391844,0,normal
26.443381860305923,1005.3101704545786,62.955270288023875,0,normal
25.90689396879152,1001.735345510924,58.76832170963699,0,normal
44.22318928698231,989.3705847747248,84.72646878080913,1,ddos
22.99093686642493,1011.8322483813596,55.00441170119872,0,normal
25.460334342809166,1011.6654496766224,64.92527117450938,0,normal
47.946554502772265,989.3734751579393,84.58094911539631,1,ddos
45.052454763288466,990.899349322317,83.90972567198715,1,ddos
27.822022685609213,1007.9693066501098,59.003998497139385,0,normal
27.28389079463816,1011.08907323627,60.72464334957594,0,normal
22.561540236989597,1010.7881839642693,71.5085459322798,0,normal
26.997505306109044,1009.622687283024,63.023251662637605,0,normal
23.170794994964684,1011.3327263609092,63.887054491136546,0,normal
22.673704037508372,1010.6410180767531,45.23050219100449,0,normal
